Q698,31213
Q458,13576
Q381,10908
Q39,6963
Q72,6746
Q81294,6552
Q59,5734
Q1778544,5652
Q28865,5025
Q10135,4473
Q13166,4293
Q4604415,4266
Q7593,4092
Q17112163,4014
Q44316,3841
Q173136,3528
Q202044,3330
Q171477,3255
Q183,3250
Q14579,3019
Q34215,2723
Q189571,2589
Q483604,2499
Q94,2474
Q22686,2363
Q207902,2340
Q34236,2320
Q64,2266
Q156197,2088
Q408,2038
Q129793,2031
Q83,1890
Q6074,1830
Q360424,1827
Q2027,1814
Q76,1738
Q312,1657
Q188558,1615
Q95,1590
Q2613697,1496
Q8038,1482
Q7809,1450
Q1780,1400
Q170378,1320
Q207542,1314
Q928,1267
Q192490,1265
Q1741,1248
Q206904,1219
Q170855,1208
Q650922,1200
Q48267,1123
Q17089344,1120
Q41242,1102
Q251649,1094
Q61724,1072
Q3119895,1026
Q32433,1022
Q13592527,1008
Q37227,1005
Q264766,997
Q40984,954
Q306144,952
Q11666,949
Q161423,947
Q1757,906
Q189464,903
Q185576,900
Q11393,894
Q1830735,882
Q2283,865
Q725120,864
Q16783523,849
Q10516040,810
Q19881587,800
Q565594,800
Q1252773,798
Q550303,792
Q1490,784
Q513297,783
Q2966,770
Q696057,764
Q842014,742
Q1022,741
Q191782,737
Q866,702
Q176,698
Q14270,697
Q1165204,695
Q25369,685
Q2801412,672
Q1322933,665
Q44220,662
Q529,651
Q2943749,650
Q1047199,637
Q49740,630
Q6487,630
Q43310,625
Q41421,616
Q27530,612
Q681962,611
Q17738,607
Q5870,606
Q636400,598
Q20,594
Q1049470,588
Q7747,582
Q634291,580
Q131723,580
Q622769,577
Q5332086,575
Q9694,575
Q2270,574
Q178940,566
Q15915435,559
Q1392394,558
Q478214,550
Q20718,550
Q204191,547
Q11148,546
Q571032,542
Q17713411,528
Q407184,524
Q48493,523
Q5245318,513
Q1861,509
Q1757288,505
Q16766305,495
Q756100,494
Q159063,486
Q907311,482
Q127992,480
Q6509,480
Q210812,477
Q4855069,475
Q42478,474
Q30,468
Q9653404,461
Q660770,460
Q290284,458
Q1046185,455
Q2033,453
Q123326,451
Q4172532,450
Q692045,450
Q3521014,448
Q1052790,448
Q51798,448
Q15616276,444
Q112747,443
Q5689,442
Q1208454,437
Q3995921,432
Q29545,432
Q1829,430
Q1085,429
Q3883318,425
Q171861,424
Q188850,423
Q1040,422
Q1054055,422
Q574583,422
Q34225,420
Q12877,419
Q217583,418
Q230036,418
Q4172533,414
Q847465,410
Q82268,407
Q806176,406
Q272644,406
Q4907176,405
Q165585,404
Q215273,403
Q590342,403
Q4876992,400
Q25287,392
Q3939251,391
Q414,386
Q161234,383
Q724,379
Q2999,378
Q4348317,378
Q759,376
Q6427060,375
Q3528647,375
Q5102316,375
Q111,372
Q893195,372
Q21637,368
Q1726,367
Q220741,365
Q1049445,364
Q1127709,362
Q771,360
Q952520,360
Q116845,360
Q47774,360
Q2513,357
Q2858088,352
Q6509948,351
Q5679532,350
Q16878131,348
Q10390,348
Q234025,346
Q170561,345
Q80204,344
Q892735,344
Q2520617,343
Q850,343
Q16691,342
Q683003,342
Q352742,342
Q691592,340
Q637290,340
Q333461,340
Q1070333,338
Q5069470,338
Q5383,337
Q16970789,332
Q2678,332
Q180,331
Q668357,330
Q459026,330
Q297221,329
Q4608649,328
Q193538,327
Q163872,325
Q3011087,324
Q641061,324
Q12156,324
Q586,321
Q860213,321
Q190434,320
Q645094,320
Q18913176,320
Q1479,320
Q767805,318
Q175957,318
Q21812812,314
Q160746,312
Q16551,311
Q286868,311
Q19399674,310
Q213081,310
Q101410,309
Q3352524,308
Q17363870,308
Q311634,308
Q801,308
Q1042743,308
Q163038,306
Q239371,306
Q130311,306
Q676899,305
Q575650,303
Q41502,302
Q1421571,300
Q83459,300
Q11156,299
Q15548282,299
Q1792,299
Q283586,298
Q14116,294
Q19872361,294
Q4841427,294
Q3206278,294
Q15732802,292
Q268208,290
Q1123823,289
Q4756549,289
Q2345,288
Q161806,288
Q3012,288
Q334879,288
Q1064530,284
Q170564,283
Q8041,281
Q13622,280
Q3112657,280
Q79800,280
Q116928,279
Q747793,278
Q181069,278
Q142,278
Q107226,277
Q234011,274
Q13417189,274
Q169478,273
Q20890659,273
Q105387,273
Q134916,272
Q153723,272
Q746914,270
Q17182905,270
Q507430,270
Q1056265,270
Q576371,268
Q25188,268
Q382307,267
Q17548046,265
Q503361,264
Q110315,264
Q689842,261
Q14775069,261
Q851963,261
Q5301,261
Q318391,260
Q207302,260
Q62868,260
Q105624,259
Q15920,259
Q3346699,258
Q11354,256
Q748932,254
Q715,254
Q1157035,254
Q1107192,252
Q496489,252
Q172025,252
Q61704,252
Q1132535,252
Q16639197,252
Q18547944,251
Q461,248
Q319,248
Q3049104,248
Q487494,247
Q220993,246
Q154581,246
Q193199,246
Q4046338,245
Q47050,245
Q1653396,244
Q1052260,243
Q13255497,243
Q10125,243
Q2916,242
Q16025719,240
Q1359246,240
Q538658,240
Q281480,238
Q34,237
Q1129541,237
Q128518,236
Q14650496,236
Q239175,236
Q3426270,235
Q1151484,234
Q1392744,233
Q24815,231
Q623332,231
Q60506,231
Q19276001,231
Q637835,230
Q458314,230
Q42267,230
Q193570,230
Q212041,230
Q752989,230
Q25271,230
Q300662,230
Q9545,229
Q201904,228
Q460584,228
Q62042,228
Q35637,228
Q18602670,228
Q3130,228
Q15706898,228
Q22877,228
Q209170,227
Q380349,226
Q189330,226
Q336735,225
Q458310,225
Q736666,225
Q845176,224
Q73692,224
Q14847067,223
Q54274,222
Q131074,222
Q1329181,222
Q3108769,222
Q787177,222
Q518155,222
Q7186,222
Q41483,221
Q3028957,221
Q696122,220
Q167179,220
Q373824,219
Q1144330,219
Q48980,219
Q603696,218
Q44461,218
Q152531,218
Q36479,218
Q189505,216
Q48464,216
Q29120,216
Q34010,214
Q337535,214
Q23733,213
Q162182,213
Q179673,212
Q465584,212
Q127367,212
Q83404,211
Q499656,211
Q518900,210
Q166262,210
Q15206305,210
Q1451251,210
Q318765,210
Q1160381,209
Q1133423,208
Q2028,208
Q109116,208
Q1355172,207
Q1150419,207
Q15989108,206
Q16,206
Q244975,206
Q105598,206
Q3152321,206
Q15961525,206
Q186055,205
Q162255,204
Q223204,204
Q205325,203
Q177922,203
Q919649,202
Q133654,202
Q615,202
Q1781,202
Q2858086,201
Q183492,201
Q758585,200
Q565573,200
Q1037431,200
Q19689203,200
Q42635,200
Q1397,200
Q184843,200
Q694781,200
Q482630,199
Q735699,199
Q215365,198
Q58436,198
Q520665,198
Q2833,197
Q696042,197
Q1091432,196
Q264456,196
Q106182,196
Q1197684,195
Q17466704,194
Q274167,193
Q334599,192
Q574249,192
Q36956,192
Q15146380,192
Q3233309,192
Q55,192
Q15039869,192
Q1320688,191
Q1715,191
Q61,190
Q243439,190
Q4407383,190
Q1765358,189
Q24561572,189
Q574314,189
Q565283,188
Q3130345,188
Q190804,187
Q11617,187
Q902166,186
Q466186,184
Q14566553,184
Q504451,183
Q1227,183
Q1534510,182
Q20966579,182
Q837264,182
Q2533178,182
Q478366,182
Q216192,182
Q13806247,181
Q1002100,181
Q10491412,180
Q265058,180
Q1526158,180
Q240192,180
Q16590706,180
Q221384,180
Q364,180
Q486826,180
Q2964905,180
Q3120927,180
Q270385,179
Q3278101,179
Q105801,177
Q2773,177
Q272608,177
Q82169,177
Q48413,176
Q430526,176
Q165817,176
Q894846,176
Q14918344,176
Q8023,176
Q23436,176
Q193375,176
Q379296,176
Q570481,176
Q1718,175
Q109767,175
Q978185,175
Q194090,175
Q429969,175
Q537407,175
Q2661922,175
Q1593113,174
Q159,174
Q62121,174
Q392355,173
Q323392,173
Q1057015,173
Q40,173
Q808716,173
Q665683,173
Q338373,173
Q923925,172
Q1769269,172
Q18968627,171
Q18416,171
Q57410,171
Q1471358,171
Q203705,171
Q210756,170
Q15989676,170
Q4877000,170
Q183529,170
Q2628829,170
Q9682,169
Q1208879,169
Q205028,169
Q2918660,169
Q31683,168
Q512475,168
Q1709318,168
Q443506,168
Q3876006,168
Q360555,168
Q163549,168
Q20760334,168
Q44244,168
Q432696,168
Q5097405,168
Q209538,167
Q192115,166
Q329131,166
Q190525,165
Q732022,165
Q3580086,165
Q12805,164
Q208344,164
Q211634,163
Q3560878,163
Q3606577,163
Q18703892,162
Q359442,162
Q1049139,162
Q12125299,162
Q201234,162
Q3352751,161
Q384544,161
Q84,161
Q1384,161
Q146673,161
Q2947433,161
Q15648198,161
Q363934,161
Q178344,160
Q102438,160
Q319417,160
Q185037,160
Q205326,160
Q427186,160
Q497256,159
Q44578,159
Q285886,159
Q28196,159
Q965596,158
Q190135,158
Q1193488,157
Q484048,157
Q646389,157
Q165713,156
Q373567,156
Q191543,156
Q1346625,156
Q2026390,156
Q127021,156
Q112915,156
Q775356,156
Q16389838,155
Q499851,155
Q318928,155
Q5890,155
Q128493,155
Q891153,155
Q1201853,155
Q276343,154
Q851164,154
Q909528,154
Q265395,154
Q24953,154
Q270351,153
Q1767513,153
Q559310,153
Q443841,153
Q25275,153
Q200804,152
Q4055443,152
Q2513008,152
Q46717,152
Q989,152
Q9589,152
Q160112,152
Q217531,152
Q16619265,152
Q189021,152
Q1223,152
Q925362,152
Q265555,152
Q13424289,152
Q3896119,152
Q758635,152
Q200873,151
Q83338,151
Q1088479,150
Q1422,150
Q490464,150
Q918,150
Q12193,150
Q45672,150
Q816,150
Q9531,150
Q78674,150
Q2118021,150
Q559013,150
Q286124,150
Q172975,150
Q254211,150
Q164134,150
Q184602,150
Q213614,150
Q170566,150
Q7184,149
Q1123891,149
Q466611,148
Q81230,148
Q1307473,148
Q788822,148
Q294783,148
Q15252222,148
Q34162,148
Q797,147
Q188104,147
Q50861,147
Q691788,147
Q222720,147
Q23766020,146
Q1387,146
Q8811,146
Q13685322,146
Q994481,145
Q3098968,145
Q156578,145
Q48558,145
Q964955,145
Q392696,145
Q15140437,145
Q6294,145
Q471423,145
Q148,145
Q17206,144
Q194501,144
Q16795448,144
Q10384115,144
Q329709,144
Q337078,144
Q49524,144
Q676065,144
Q240298,144
Q694219,144
Q8364850,144
Q421750,144
Q1133768,144
Q223490,144
Q494048,144
Q3481917,144
Q382108,144
Q137584,143
Q2849803,143
Q3085,143
Q164963,143
Q1895,143
Q212,143
