ab,1
af,109
als,53
am,2
an,20
ang,2
ar,465
arz,9
as,13
ast,49
av,1
ay,2
az,82
azb,15
ba,15
bar,33
bat-smg,4
bcl,10
be,66
be-tarask,70
bg,215
bh,2
bi,1
bn,94
bpy,2
br,33
bs,83
bxr,4
ca,464
cbk-zam,3
ce,10
ceb,1
chr,2
ckb,39
cs,424
csb,2
cu,4
cv,11
cy,50
da,283
de,3063
diq,9
dsb,7
dv,3
el,295
eml,4
en,5496
eo,141
es,1225
et,162
eu,89
ext,4
fa,321
fi,908
fiu-vro,1
fo,30
fr,2636
frp,1
frr,3
fur,1
fy,21
ga,32
gd,36
gl,136
glk,3
gn,2
gom,1
gu,17
gv,7
hi,66
hif,7
hr,172
hsb,6
ht,4
hu,453
hy,153
ia,6
id,225
ig,3
ilo,9
io,15
is,30
it,1118
ja,845
jbo,1
jv,24
ka,67
kab,2
kbd,4
kk,45
km,8
kn,46
ko,255
koi,1
krc,1
ku,11
ky,4
la,60
lad,7
lb,45
lez,9
li,7
lmo,10
ln,1
lo,1
lrc,2
lt,105
ltg,2
lv,117
mai,2
map-bms,2
mg,10
mhr,1
min,3
mk,93
ml,90
mn,30
mr,30
ms,97
mt,11
mwl,12
my,18
myv,1
mzn,9
na,1
nah,4
nds,46
nds-nl,7
ne,15
new,2
nl,693
nn,51
no,502
nv,3
ny,1
oc,19
or,34
os,4
pa,39
pap,4
pcd,5
pdc,1
pfl,3
pl,1042
pms,3
pnb,2
pnt,1
ps,2
pt,1018
qu,4
rm,8
ro,252
roa-tara,6
ru,1394
rue,3
rw,1
sa,2
sah,2
sc,1
scn,1
sco,32
sd,2
se,1
sh,46
si,12
simple,270
sk,98
sl,116
so,6
sq,54
sr,183
ss,2
su,6
sv,698
sw,9
szl,9
ta,87
te,44
tet,4
tg,2
th,143
tl,32
tpi,2
tr,401
tt,18
tyv,3
ug,2
uk,503
ur,31
uz,17
vec,9
vep,15
vi,253
vls,2
vo,3
war,3
wuu,5
xal,1
xh,2
xmf,6
yi,4
yo,9
zea,2
zh,680
zh-classical,2
zh-min-nan,3
zh-yue,30
zu,2
