index,citeTld
com,138167
it,100376
org,32289
co.uk,12186
net,10146
gov,8129
fr,8055
edu,6414
de,4424
eu,1726
ca,1691
es,1666
ch,1584
info,1512
ac.uk,1235
ru,1196
gov.au,1174
org.uk,1165
co.jp,1122
nl,1093
com.au,1091
va,1019
fi,821
be,821
ro,782
int,752
hu,735
com.br,724
blogspot.com,701
blogspot.it,695
no,692
cz,686
jp,672
tv,665
se,589
at,545
gov.it,495
gov.uk,481
gouv.fr,451
ie,408
co.nz,395
dk,364
us,326
is,321
com.ar,318
pl,298
mil,274
pt,260
cl,250
co.kr,244
gr,217
biz,209
hr,192
net.au,191
go.jp,171
cat,170
gov.ph,161
co.za,161
edu.au,154
co.il,151
com.ua,150
wa.gov.au,144
mi.it,141
gc.ca,140
fi.it,138
gov.br,136
ee,128
com.mx,128
ac,126
com.cn,125
org.nz,121
milano.it,120
uk,118
go.th,113
gov.za,112
tv.it,110
ac.at,106
sk,105
mu,95
ac.il,92
gov.in,91
roma.it,90
or.jp,89
br,86
lv,83
org.il,83
org.za,82
org.au,80
tx.us,80
com.tr,79
ua,78
in,77
bg,77
torino.it,74
rs,73
cn,72
bt.it,71
sicilia.it,71
lombardia.it,70
com.ec,70
gov.hk,70
firenze.it,69
mc,68
gov.tr,66
tn.it,64
gov.cn,64
sm,64
ac.jp,64
or.kr,63
govt.nz,63
org.br,61
gov.il,60
edu.cn,60
gv.at,59
si,58
sardegna.it,58
gr.jp,58
cu,58
com.my,58
veneto.it,58
co.in,56
gov.pl,56
venezia.it,56
piemonte.it,55
edu.pl,55
gob.mx,53
IPv6 URL,52
mx,51
ae,50
toscana.it,50
cc,49
bologna.it,48
gov.ar,48
nu,48
me,47
fvg.it,47
edu.sa,46
co,46
fc.it,46
gov.sa,46
org.cn,44
to.it,44
lecco.it,44
mb.ca,43
bo.it,42
ws,42
gov.sg,41
lu,41
nic.in,41
genova.it,40
asso.fr,40
com.co,40
lt,40
ma,40
marche.it,39
napoli.it,39
am,39
org.ar,39
emilia-romagna.it,39
edu.tw,39
brescia.it,39
blogspot.com.es,39
qc.ca,38
abruzzo.it,38
ra.it,38
re.it,38
ac.be,38
com.pk,38
fm,38
gov.co,37
ac.nz,37
md,37
org.rs,37
ir,37
hn,37
mb.it,36
gov.my,36
palermo.it,35
fe.it,34
ge,34
gov.ua,33
asia,33
vda.it,32
pescara.it,32
ms.it,31
ne.jp,31
bz.it,31
io,31
org.mx,30
pordenone.it,30
taa.it,29
com.tw,29
ac.in,29
lg.jp,28
trieste.it,28
tk,28
gov.al,27
ba,27
grosseto.it,27
com.ph,27
org.in,26
nhs.uk,26
bergamo.it,25
org.eg,25
ba.it,25
com.uy,25
va.it,24
edu.ar,24
s3.amazonaws.com,24
pistoia.it,23
gov.py,23
blogspot.fr,23
ac.za,22
vic.gov.au,22
cr.it,22
pe,22
su,22
rimini.it,22
gob.ve,21
campania.it,21
ac.th,21
travel,21
bc.ca,20
or.th,20
gob.es,20
blogspot.co.uk,20
puglia.it,19
gov.et,19
